id_buku,judul_buku,id_penulis,id_penerbit,id_kategori,ISBN,tahun_terbit,jumlah_halaman,link_buku,deskripsi
F123023,Buku ajar Psikologi Kesehatan,PN085,PE053,K145,9.79E+12,Tanggal terbit tidak tersedia,Jumlah halaman tidak tersedia,https://play.google.com/store/books/details?id=7mhNEAAAQBAJ&source=gbs_api,"Buku ajar Psikologi Kesehatan PENULIS: Fikki Prasetya, SKM., M.Kes Ukuran : 14 x 21 cm ISBN : 978-623-7913-42-9 Terbit : April 2020 www.guepedia.com Sinopsis: Buku ajar ini merupakan pengembangan dari bahan ajar yang dipakai dalam lingkup kesehatan masyarakat, sebagai pengantar dalam memahami ilmu psikologi pada bidang ilmu kesehatan masyarakat. Di dalam ilmu kesehatan masyarakat, dikenal sebagai cabang ilmu yang banyak memanfaatkan rumpun disipilin ilmu lain dalam pengembangannya, termasuk ilmu psikologi yang mengkaji tentang gejala-gejala jiwa manusia serta pengaruh perilaku terhadap kesehatan, serta sakit dan penyakit. Topik-topik yang dibahas, merupakan aspek yang perlu dipahami dan dikuasasi oleh mahasiswa kesehatan masyarakat dalam menjalankan aktivitas profesinya di masyarakat sebagai episentrum keilmuan, untuk mampu menyelaraskan pemahaman psikologis dengan kegiatan berbasis masyarakat. Isi buku ini, disesuaikan dengan kebutuhan bagi kalangan mahasiswa kesehatan masyarakat, dan disajikan dengan bahasa yang mudah dipahami oleh lingkup akademik. Buku ajar ini mencakup 9 bagian bahasan, yang merupakan bahasan dalam ilmu psikologi kesehatan sebagai dasar dalam ilmu kesehatan masyarakat. Pembahasan buku Ajar Psikologi Kesehatan ini, diawali dengan bahasan pengantar ilmu psikologi, dilanjutkan dengan bahasan tentang aliran-aliran psikologi, dan gejala umum kejiwaan manusia, selanjutnya menguraikan konsep psikologi kesehatan, membahas stres, normal dan abnormal, perilaku kesehatan, health literacy dan perilaku sehat dan sakit, serta perilaku sebagai determinan derajat kesehatan masyarakat. www.guepedia.com Email : guepedia@gmail.com WA di 081287602508 Happy shopping & reading Enjoy your day, guys"
F123024,PENGELOLAAN KESELAMATAN DAN KESEHATAN KERJA (K3) DI RUMAH SAKIT,PN086,PE054,K146,9.79E+12,Tanggal terbit tidak tersedia,226,https://play.google.com/store/books/details?id=c_32DwAAQBAJ&source=gbs_api,"Untuk mengimplementasi sistem manajemen keselamatan dan kesehatan kerja di rumah sakit maka telah di atur di dalam Undang-Undang No. 36 Tahun 2009 tentang Kesehatan khususnya pada pasal 165 :â€–Pengelola tempat kerja wajib melakukan segala bentuk upaya kesehatan melalui upaya pencegahan, peningkatan, pengobatan dan pemulihan bagi tenaga kerja, dan Peraturan Pemerintah No. 50 tahun 2012 tentang penerapan sistem manajemen keselamatan dan kesehatan kerja"
F123025,Pendidikan dan Promosi Kesehatan,PN087,PE054,K147,9.79E+12,4/13/2022,452,https://play.google.com/store/books/details?id=2FBqEAAAQBAJ&source=gbs_api,"Era paradigma sehat dicanangkan oleh Presiden RI pada 1 Maret 1999 sebagai Gerakan Pembangunan Berwawasan Kesehatan yang menjadi landasan visi, misi, dan strategi pembangunan kesehatan. Secara mikro, paradigma sehat berarti pembangunan kesehatan harus ditekankan pada upaya promotif dan preventif, tanpa mengesampingkan upaya kuratif dan rehabilitatif. Istilah promosi kesehatan di dunia baru muncul pada tahun 1980-an, sedangkan di Indonesia baru muncul pada tahun 1990-an. Sebelum itu, promosi kesehatan lebih dikenal dengan istilah pendidikan kesehatan, penyuluhan kesehatan, komunikasi kesehatan sebagai komunikasi-informasi-edukasi (KIE), pemasaran sosial, penggerakan peran serta masyarakat, dan lain-lain. Kementerian Kesehatan RI mendefinisikan promosi kesehatan sebagai proses pemberdayaan atau pemandirian masyarakat untuk memelihara, meningkatkan, dan melindungi kesehatannya melalui peningkatan kesadaran, kemauan dan kemampuan, serta pengembangan lingkungan sehat. Promosi kesehatan dipandang sebagai kombinasi dari kegiatan pendidikan kesehatan dan penerapan kebijakan publik yang sehat. Pendidikan kesehatan berfokus pada pembangunan kapasitas individu (building individuals' capacities) melalui pendidikan, teknik motivasi, pembangunan keterampilan, dan peningkatan kesadaran (consciousness-raising). Kebijakan publik yang sehat menyediakan dukungan lingkungan (environmental support) yang akan mendorong dan meningkatkan perubahan perilaku (behaviour change). Buku ini ditulis berdasarkan pengalaman implementasi penulis dalam teori pendidikan dan promosi kesehatan selama puluhan tahun."
F123026,BUKU AJAR KONSEP DASAR PEMBIAYAAN DAN PENGANGGARAN KESEHATAN,PN088,PE054,K148,9.79E+12,3/23/2021,96,https://play.google.com/store/books/details?id=zyYlEAAAQBAJ&source=gbs_api,"Puji syukur selalu kami panjatkan ke hadirat Allah SWT yang telah memberikan semua nikmat-Nya sehingga penulis berhasil menyelesaikan buku yang berjudul Buku Ajar Pembiayaan dan Penganggaran Kesehatan ini dengan tepat waktu tanpa adanya kendala yang berarti. Tujuan dari penyusunan buku ini adalah untuk memudahkan para pembaca dalam memahami tentang teori pembiayaan dan penganggaran kesehatan. Keberhasilan penyusunan buku ini tentunya bukan atas usaha penulis saja, tetapi ada banyak pihak yang turut membantu dan memberikan dukungan untuk suksesnya penulisan buku ini. Untuk itu, penulis mengucapkan terima kasih yang sebesar-besarnya kepada semua pihak yang telah memberikan dukungan, baik secara morel ataupun materiel sehingga buku ini berhasil disusun. Buku yang ada di hadapan pembaca ini tentu tidak luput dari kekurangan. Selalu ada celah untuk perbaikan. Oleh karena itu, kritik, saran, serta masukan dari pembaca sangat kami harapan. Untuk itu, kami sangat terbuka supaya buku ini semakin sempurna dan lengkap."
F123027,Kesehatan Desa Bagian 2: Desa Siaga,PN089,PE054,K149,ISBN tidak tersedia,4/28/2021,93,https://play.google.com/store/books/details?id=R1ssEAAAQBAJ&source=gbs_api,"Kesehatan merupakan suatu hal yang paling penting dalam menentukan tingkat produktivitas suatu individu sehari-hari. Empat faktor utama yang memengaruhi tingkat kesehatan, yaitu lingkungan, perilaku (life style), pelayanan kesehatan, dan keturunan (genetik). Buku ini menyajikan bahan akademis dan empirik tentang membangun kesehatan desa yang membahas tentang konsep dasar, desa sehat, Desa Siaga sebagai upaya menjadi desa sehat, Desa Sehat dan partisipasi masyarakat, serta bagaimana praktik membangun desa sehat melalui beberapa studi kasus yang disajikan. Seri Buku Kesehatan Desa ini terdiri dari tiga bagian. Pada bagian kedua, buku ini membahas tentang desa siaga: upaya menjadi desa sehat."
F123028,Strategi dalam Menghadapi Tantangan Kesehatan Pasca Pandemi Covid-19,PN090,PE054,K150,9.79E+12,3/29/2021,185,https://play.google.com/store/books/details?id=NC0nEAAAQBAJ&source=gbs_api,"Buku ini merupakan hasil kolaborasi dari para penulis yang berasal dari kalangan akademisi, praktisi, maupun professional dalam rumpun ilmu kesehatan. Dalam buku ini mengangkat isu strategis berkaitan dengan Strategi dalam Menghadapi Tantangan Kesehatan Pasca Pandemi Covid-19 yang terdiri dari 11 bab yang berisi tentang Bab 1 Gender dan Kesehatan"
F123029,Pendekatan Pelayanan Kesehatan Dokter Keluarga (Pendekatan Holistik Komprehensif),PN091,PE055,K151,9.79E+12,Tanggal terbit tidak tersedia,406,https://play.google.com/store/books/details?id=Y_C_DwAAQBAJ&source=gbs_api,"Buku ini disusun berbekal pengalaman di lapangan dalam melaksanakan dan mengelola pelayanan kesehatan dengan pendekatan Dokter Keluarga, atas dorongan konsultan sekaligus beberapa pakar kedokteran keluarga dan didasari belum adanya suatu buku yang operasional dalam hal pemahaman tentang Kedokteran Keluarga. Penulis mencoba untuk menuangkan ide, pikiran, pengetahuan dan pengalaman tentang komunikasi dan dokter keluarga di buku ini. Penulis berharap buku ini bisa menjadi salah satu acuan bagi mahasiswa ilmu kedokteran dan ilmu kesehatan untuk mempelajari dan memahami tentang konsep komunikasi dan pemahaman terhadap pendekatan pelayanan kesehatan Dokter Keluarga."
F123030,"Kesehatan, Olahraga, dan Kinerja",PN092,PE056,K152,9.79E+12,3/1/2020,427,https://play.google.com/store/books/details?id=-lT5DwAAQBAJ&source=gbs_api,"Kesehatan Olahraga adalah sekumpulan ilmu-ilmu yang membahas segala permasalahan kesehatan yang berkaitan dengan olahraga. Artinya, kesehatan olahraga meliputi ilmu-ilmu kedokteran yang bertujuan memelihara kesehatan atlet dan kesehatan masyarakat pelaku olahraga, disertai dengan upaya memperbaiki penampilannya. Buku ini membahas tentang olahraga, manfaat olahraga, olahraga pada atlet, anak dan lansia, olahraga bagi anak sekolah, penilaian kesehatan dan keamanan olahraga, dampak olahraga pada sistem reproduksi wanita, pedoman gizi bagi atlet, cedera olahraga dan masalah-masalah kesehatan lainnya akibat olahraga, penggunaan doping, hingga kematian mendadak akibat olahraga."
F123031,SENI DAN STRATEGI MERANCANG MEDIA PROMOSI KESEHATAN ONLINE,PN093,PE056,K153,9.79E+12,12/24/2021,143,http://books.google.com/books?id=wG1WEAAAQBAJ&dq=Kesehatan&hl=&source=gbs_api,"Terdapat banyak informasi hoax di bidang kesehatan yang sangat menyulitkan teman-teman di layanan primer dalam melakukan upaya pencegahan penyakit, terutama penyakit COVID-19. Informasi hoax yang tersebat seperti menyatakan bahwa COVID-19 adalah bentuk konspirasi bisnis, hingga penolakan terhadap vaksinasi membawa dampak pada kesulitan menyelesaikan masalah pandemic ini. Berita hoax yang tersebar lebih banyak dibuat oleh orang-rang yang tidak paham akan kesehatan, seperti kalangan artis atau selebgram yang rata-rata memiliki follower dalam jumlah besar. Sementara para dokter dan tenaga kesehatan yang ahli dalam bidangnya seolah tak bisa meluruskan informasi tersebut karena belum banyak yang paham dan percaya diri untuk memanfaatkan media social dalam edukasi kesehatan. Untuk itulah buku ini kami susun bersama para narasumber pelatihan dengan harapan para dokter dan tenaga kesehatan di layanan primer yang belum sempat mengikuti kegiatan pelatihan juga dapat memiliki pengetahuan, kemampuan dan rasa percaya diri untuk merancang media edukasi online. Buku ini nantinya juga akan kami gunakan sebagai bahan referensi dalam mengajarkan materi promosi kesehatan kepada mahasiswa Fakultas Kedokteran di semua program studi."
F123032,PENYULUHAN KESEHATAN DENGAN PENDEKATAN EPIDEMIOLOGI PERILAKU,PN094,PE056,K154,9.79E+12,Tanggal terbit tidak tersedia,Jumlah halaman tidak tersedia,https://play.google.com/store/books/details?id=eEpKEAAAQBAJ&source=gbs_api,"PENYULUHAN KESEHATAN DENGAN PENDEKATAN EPIDEMIOLOGI PERILAKU Penulis : Hartati Bahar, Hariati Lestari, Andi Ratu, Ayu Septiana DS, Albrina Roza Rezkillah, Sri Astian, Nuzul Wijaya dkk Ukuran : 14 x 21 cm ISBN : 978-623-322-064-4 Terbit : Januari 2021 www.guepedia.com Sinopsis : Pendidikan kesehatan yang dilakukan akan dirasakan manfaatnya jika terjadi perubahan di tengah-tengah masyarakat (cognitif, afektif dan psikomotor). Kombinasi perubahan yang diinginkan tentu saja diharapkan kesehatan bisa menjadi norma di tengah-tengah masyarakat melalui perubahan â€œpendidikan/edukasi kesehatanâ€. Buku ini berusaha menguraikan materi pendidikan kesehatan pada berbagai aspek dan didasarkan pada pendekatan epidemiologi perilaku. Semoga bermanfaat bagi berbagai pihak yang membutuhkan referensi epidemiologi dan pendekatan perilaku pada satu perspektif. www.guepedia.com Email : guepedia@gmail.com WA di 081287602508 Happy shopping & reading Enjoy your day, guys"
F123033,Kesehatan Masyarakat dalam Determinan Sosial Budaya,PN095,PE056,K155,9.79E+12,6/20/2018,262,http://books.google.com/books?id=zwCKDwAAQBAJ&dq=Kesehatan&hl=&source=gbs_api,Menurut ASA (American Sociological Association
F123034,MASALAH KESEHATAN MASYARAKAT: PEKERJA DAN REMAJA PUTRI,PN096,PE056,K156,9.79E+12,10/22/2022,196,https://play.google.com/store/books/details?id=WJCWEAAAQBAJ&source=gbs_api,"Masalah kesehatan bagi pekerja maupun remaja merupakan salah satu hal yang paling penting untuk diperhatikan. Menjaga kesehatan dan mempunyai pengetahuan terkait kesehatan dengan baik akan mendorong seseorang untuk bisa melakukan aktivitas dengan produktif, sebaliknya, jika seseorang tidak dapat menjaga kesehatannya dengan baik ataupun kurang memiliki pengetahuan terkait kesehatan, maka aktivitasnya dapat terganggu. Banyak faktor yang bisa mempengaruhi seseorang mengalami gangguan kesehatan. Bagi pekerja, faktor yang mempengaruhi kesehatan bisa dari faktor individu, faktor lingkungan dan faktor psikososial. Bagi Remaja, faktor individu dan faktor psikososial yang paling sering menjadi faktor kesehatannya terganggu. Hadirnya buku ini, diharapkan akan memberi manfaat bagi semua pekerja maupun remaja. Diharapkan juga bahwa buku ini dapat berperan dalam mencegah masalah kesehatan yang ada, demi terangkat-tingginya derajat kesehatan masyarakat Indonesia."
F123035,Ensiklopedi Kesehatan 2,PN097,PE056,K157,ISBN tidak tersedia,1/1/2016,121,https://play.google.com/store/books/details?id=WHVWEAAAQBAJ&source=gbs_api,"Makanan yang kita konsumsi menyediakan bahan baku dan energi untuk pergrakan sistem didalam tubuh yang sangat kompleks,pertumbuhan terus menerus,serta perbaikan dalam regenerasi sel. Setiap hari, tubuh kita sibuk membuang sel-sel yang telah tua,rusak,ataupun mati,serta dengan se-sel yang baru dan sehat."
F123036,Buku Ajar Promosi Kesehatan dan Ilmu Perilaku Kesehatan,PN098,PE056,K158,9.79E+12,12/1/2022,68,https://play.google.com/store/books/details?id=euufEAAAQBAJ&source=gbs_api,"Penerapan pendidikan kesehatan pada program-program kesehatan, baik pemberantasan penyakit menular, sanitasi lingkungan, gizi masyarakat, dan pelayanan kesehatan merupakan upaya penting dalam melakukan promosi kesehatan. Seiring dengan perkembangan kondisi pelayanan kesehatan saat ini, upaya promosi kesehatan menjadi sangat penting dalam hal membangun masyarakat yang sehat dan produktif. Promosi kesehatan adalah upaya meningkatkan kemampuan masyarakat melalui pembelajaran dari, oleh, untuk, dan bersama masyarakat, agar mereka dapat mandiri menolong diri sendiri, serta mengembangkan kegiatan yang bersumber daya masyarakat sesuai dengan kondisi sosial budaya setempat dan didukung oleh kebijakan publik yang berwawasan kesehatan. Buku ajar ini membahas materi-materi dasar terkait dengan konsep dan teori mengenai penerapan promosi kesehatan di masyarakat. Diharapkan buku ajar ini dapat membantu dan memfasilitasi mahasiswa program studi S1 Kesehatan Masyarakat dalam memahami dan mengaplikasikan teori promosi kesehatan dalam membangun integrasi pengetahuan masyarakat untuk menciptakan masyarakat sehat."
F123037,Higiene Industri: Pengantar bagi Mahasiswa Kesehatan Masyarakat,PN099,PE056,K159,9.79E+12,Tanggal terbit tidak tersedia,Jumlah halaman tidak tersedia,https://play.google.com/store/books/details?id=d45LEAAAQBAJ&source=gbs_api,"Higiene Industri: Pengantar bagi Mahasiswa Kesehatan Masyarakat PENULIS: Arum Dian Pratiwi, SKM, M.Sc Ukuran : 14 x 21 cm ISBN : 978-623-7913-58-0 Terbit : April 2020 www.guepedia.com Sinopsis: Buku Higiene Industri: Pengantar bagi Mahasiswa Kesehatan Masyarakat dapat dijadikan buku ajar, buku pengantar, maupun buku pegangan yang ditujukan untuk membantu Mahasiswa Kesehatan Masyarakat maupun para pembaca untuk memahami tentang Higiene Industri. Buku ini memuat tentang apa itu higiene industri dan berbagai tahapannya. Buku ini juga memuat tentang berbagai jenis faktor bahaya dalam lingkungan kerja, dampak dari faktor bahaya tersebut terhadap kesehatan, Nilai Ambang Batas (NAB) dari setiap faktor risiko yang disajikan, serta alat-alat dan cara menilai/mengukur faktor bahaya tersebut serta upaya untuk mengendalikannya. Faktor bahaya yang dibahas dalam buku ini yaitu kebisingan, pencahayaan, getaran, iklim lingkungan kerja, radiasi, factor ergonomik, factor biologi, dan faktor kimia. Diharapkan dengan hadirnya buku ini dapat menjadi buku pegangan bagi mahasiswa dalam rangka pembelajaran ataupun penyusunan tugas akhir. www.guepedia.com Email : guepedia@gmail.com WA di 081287602508 Happy shopping & reading Enjoy your day, guys"
F123038,TEORI DAN APLIKASI EPIDEMIOLOGI KESEHATAN,PN100,PE056,K160,9.79E+12,Tanggal terbit tidak tersedia,223,http://books.google.com/books?id=BWs8EAAAQBAJ&dq=Kesehatan&hl=&source=gbs_api,"Epidemiologi adalah ilmu yang mempelajari tentang distribusi dan determinan penyakit, serta upaya pengendalian penyakit tersebut. Ilmu epidemiologi telah berkembang sangat pesat dalam berbagai aspek kehidupan, sehingga ilmu ini bukan hanya tentang penyakit menular dan penyakit tidak menular saja tetapi aspek sosial perilaku, genetik dan biologi molekuler telah menjadi kajian epidemiologi. Berdasarkan hal tersebut maka bookchapter ini dikembangkan sebagai salah satu upaya menjelaskan mengenai teori dan prinsip epidemiologi dan memberikan contoh penggunaan dan aplikasi dalam pengendalian masalah-masalah kesehatan masyarakat. Dengan harapan penerapan ilmu epidemiologi dalam pengendalian penyakit bisa bermanfaat sebagai dasar pengambilan keputusan kebijakan kesehatan di populasi."
F123039,Etika Profesi dan Hukum Kesehatan,PN101,PE056,K161,9.79E+12,9/6/2022,125,https://play.google.com/store/books/details?id=niSIEAAAQBAJ&source=gbs_api,"Kesehatan merupakan salah satu unsur sangat penting bagi kemajuan suatu negara. Setiap negara berupaya memberikan perhatian utama pada pelayanan kesehatan, mulai dari penyediaan tenaga kesehatan yang profesional hingga fasilitas kesehatan yang modern. Optimalisasi pelayanan kesehatan yang dilaksanakan dalam profesi kesehatan harus didasari dan berpedoman dalam etika profesi kesehatan. Dengan mengamalkan kode etik profesi di bidang kesehatan, diharapkan terjadinya keseimbangan dan hubungan baik dalam proses pelayanan kesehatan dengan pasien/klien. Selain itu, etika profesi kesehatan juga menghindari konflik antar sesama pelaku profesi kesehatan. Sedangkan hukum kesehatan pada pokoknya mengatur tentang hak, kewajiban, fungsi, dan tanggung jawab para pihak terkait (stakeholders) dalam bidang kesehatan. Hukum kesehatan memberikan kepastian dan perlindungan hukum kepada pemberi dan penerima jasa layanan kesehatan. Buku Etika Profesi dan Hukum Kesehatan memuat bahasan yang mencakup: 1) Konsep Dasar Moral, Etika, & Hukum, 2) Etika Dan Etika Profesi, 3) Prinsip Etik dalam Pelayanan Tenaga Kesehatan, 4) Konsep Hak dan Kewajiban Pasien, 5) Hubungan Tenaga Kesehatan dan Pasien, 6) Pelanggaran Etik Dalam Pelayanan Kesehatan, 7) Penyelesaian Masalah dalam Pelayanan Kesehatan Terkait Etik, 8) Dasar Hukum Pelayanan Kesehatan, 9) Implikasi Hukum Pelayanan Kesehatan Pada Pelayanan Kesehatan, 10) Pelanggaran Hukum Dalam Pelayanan Kesehatan, 11) Hukum Pidana Dalam Pelayanan Kesehatan (Criminal Malpraktik), 12) Hukum Perdata Dalam Pelayanan Kesehatan (Civil Malpraktik), 13) Hukum Administrasi Dalam Pelayanan Kesehatan (Administrasi Malpraktik), 14) Penyelesaian Masalah dalam Pelayanan Kesehatan Terkait Hukum. Melalui buku â€œEtika Profesi dan Hukum Kesehatanâ€ diharapkan para penggiat dan pelaku profesi kesehatan mampu mengimplemantasikan etika profesi dan memahami hukum kesehatan serta penyelesaian sengketa dalam dunia kesehatan."
F123040,Kesehatan Reproduksi Wanita di Sepanjang Daur Kehidupan,PN102,PE056,K162,9.79E+12,3/10/2021,100,http://books.google.com/books?id=K00iEAAAQBAJ&dq=Kesehatan&hl=&source=gbs_api,"Buku ini membahas tentang kesehatan reproduksi wanita di sepanjang daur kehidupan, mulai dari masa remaja, pasangan usia subur (PUS), ibu hamil, bersalin, nifas sampai dengan pemilihan alat kontrasepsi. Selain itu, materi didalam buku ini juga disertai dengan undang-undang yang mendukung tentang kesehatan reproduksi. Buku ini ditujukan kepada mahasiswa dibidang kesehatan dan juga masyarakat umum yang bertujuan untuk meningkatkan pengetahuan tentang kesehatan reproduksi terutama pada wanita. Dengan membaca isi dari buku ini, akan menambah pengetahuan yang lebih luas tentang kesehatan reproduksi, terutama pada wanita karena kesehatan reproduksi pada wanita merupakan aspek penting dalam kehidupan. Seorang wanita wajib memperhatikan kesehatan reproduksi disepanjang daur kehidupannya agar bisa melahirkan generasi penerus bangsa yang berkualitas."
I123001,"H.S.M. Nasaruddin Latif, biografi dan pemikiran",PN103,PE056,B123,9.79E+12,Tanggal terbit tidak tersedia,268,http://books.google.co.id/books?id=HZKe6x6x5ggC&dq=Biografi&hl=&source=gbs_api,"Biography of S.M. Nasaruddin Latif, 1916-1972, an Indonesian Islamic scholar."
I123002,Biografi politik Susilo Bambang Yudhoyono,PN104,PE057,B123,9.79E+12,Tanggal terbit tidak tersedia,260,http://books.google.co.id/books?id=95GufseF-6wC&dq=Biografi&hl=&source=gbs_api,"Political biography of Susilo Bambang Yudhoyono, the Indonesian president, 2004-2014."
I123003,Biografi Syaikhona Muhammad Kholil Bangkalan,PN105,PE058,B123,9.79E+12,Tanggal terbit tidak tersedia,224,http://books.google.co.id/books?id=FliyzgEACAAJ&dq=Biografi&hl=&source=gbs_api,Deskripsi tidak tersedia
I123004,Pekanbaru Abad Ke-20: Sejarah Ala Biografi,PN106,PE059,B123,9.79E+12,1/3/2022,288,https://play.google.com/store/books/details?id=Z87DEAAAQBAJ&source=gbs_api,"Kajian tentang sejarah Pekanbaru, Riau, masih sangat terbatas, sangat sedikit. Pekanbaru masih ""kosong"" dalam lembaran sejarah nasional Indonesia. Terdapat kekosongan sejarah yang menggambarkan Pekanbaru masa lalu dalam berbagai aspek, apalagi dari aspek sebagai manusia pengemban sejarah dan pengusung kebudayaan. Pekanbaru seakan hanya kota yang disusun dari berbagai persoalan dan peristiwa besar sosial, ekonomi, dan politik, yang minim catatan sejarahnya. Bahkan, apalagi rekaman sejarah dimensi kemanusiaannya yang dianggap sebagai remeh temeh, Buku Pekanbaru Abad ke-20: Sejarah Ala Biografi hadir untuk mengisi kekosongan tersebut. Bukan hanya mengisi kekosongan rekaman sejarah Pekanbaru, tetapi juga mengisi puzzle sejarah dari aspek kemanusiaannya. Buku ini hadir untuk mempermudah para peminat sejarah, khususnya sejarah Pekanbaru, untuk memahami sejarah masa lalu Pekanbaru. Buku ini sangat menarik karena dipaparkan dengan metode historiografi yang unik dan berbeda, yakni dengan mengisahkan biografi tokoh-tokoh sejarah masa lalu Pekanbaru. Metode ini seakan mengajak pembacanya seperti membaca roman dalam karya sastra. Jadi, buku ini dapat disebut bentuk penulisan sejarah atau historiografi dengan metode roman historis. Metode ini masih cukup langka dalam model penulisan sejarah. Oleh karena itu, buku ini bukan hanya penting dibaca oleh para sejarawan atau peminat sejarah, melainkan juga oleh masyarakat yang menyukai roman."
I123005,Menyiapkan Khotbah Biografi Secara Praktis,PN107,PE060,B123,9.79E+12,7/21/2021,208,https://play.google.com/store/books/details?id=B6E5EAAAQBAJ&source=gbs_api,Deskripsi tidak tersedia
I123006,TEKS BIOGRAFI MENELADANI KISAH HIDUP SESEORANG LEWAT PENGALAMANâ€,PN108,PE061,B123,9.79E+12,Tanggal terbit tidak tersedia,Jumlah halaman tidak tersedia,https://play.google.com/store/books/details?id=o_tLEAAAQBAJ&source=gbs_api,"TEKS BIOGRAFI â€œMENELADANI KISAH HIDUP SESEORANG LEWAT PENGALAMANâ€ PENULIS: RIKA AFRIANA RABIAH, ARIYANI HERMAIYAH, DWI SUSANTI Ukuran : 14 x 21 cm ISBN : 978-623-7953-11-1 Terbit : April 2020 www.guepedia.com Sinopsis: Biografi merupakan kisah hidup seseorang yang dirangkai dalam sebuah cerita berbentuk narasi berisi tentang pengalaman serta peristiwa yang terjadi pada sang tokoh yang bertujuan agar kita selalu mengenang jasa tokoh-tokoh penting terkhusus tokoh-tokoh perjuangan Republik Indonesia. Seperti Ki Hadjar Dewantara biasa dikenal sebagai bapak pendidikan di Indonesia. Beliau berjuang demi pendidikan agar masyarakat pribumi mendapat ha nya memperoleh pendidikan sebagaimana mestinya hingga terlepas dari belenggu penjajah Teks biografi ini memiliki berbagai jenis ada biografi, autobiografi, biografi berdasarkan penerbit, biografi berdasarkan isi serta berdasarkan masalah yang akan dikaji, semua tergantung bagian mana menjadi titik fokus dalam merangkai teks biografi tersebut. Ada hal yang perlu kita utarakan di satu titik sebagai pendorong semangat seseorang maka itu teks ini terbagi berdasarkan jenis-jenis tersebut Buku ini akan membahas secara mendetail terkait tentang teks biografi, mulai dari pengertian, cara menulis, serta cara meneladani sang tokoh melalui kisah perjalanan hidup sang tokoh tersebut, mungkin buku ini memiliki kelebihan dan kekurangan yang tidak disadari oleh penulis akan tetapi mempelajari teks biografi sangat penting untuk kehidupan kita sehari-hari dikarenakan banyak pelajaran yang dapat diambil dan diterapkan dalam diri sendiri. www.guepedia.com Email : guepedia@gmail.com WA di 081287602508 Happy shopping & reading Enjoy your day, guys"
I123007,Antologi biografi tiga puluh pengarang sastra Indonesia modern,PN109,PE061,B123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,180,https://play.google.com/store/books/details?id=FLZkAAAAMAAJ&source=gbs_api,"Biography and list of works of Indonesian writers, 1893-1959."
I123008,Biografi Gus Dur ,PN110,PE062,B123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,Jumlah halaman tidak tersedia,Link buku tidak tersedia,Deskripsi tidak tersedia
I123009,BIOGRAFI 10 SAHABAT NABI YANG DIJAMIN MASUK SURGA,PN111,PE063,B123,9.79E+12,Tanggal terbit tidak tersedia,Jumlah halaman tidak tersedia,https://play.google.com/store/books/details?id=PINKEAAAQBAJ&source=gbs_api,"BIOGRAFI 10 SAHABAT NABI YANG DIJAMIN MASUK SURGA PENULIS: SUJAI FADIL ISBN : 978-623-7752-79-0 Terbit : Februari 2020 Sinopsis: Pengetahuan sebagian umat islam tentang sejarah perlu ditingkatkan, termasuk pengetahuan sejarah tokoh tokoh pembawa risalah Allah seperti para nabi dan sahabat nabi. Seseorang yang terjun dalam dunia dakwah seperti dai, asatidz dan guru agama, mereka menyampaikan hadits nabi, menterjemahkan dan menjelaskannya, akan lebih baik jika dibekali pengetahuan tentang sahabat nabi yang menjadi sanad hadits sehingga sampai kepada nabi. Dalam buku Biografi 10 Sahabat Nabi Yang Dijamin Masuk Surga ini, penulis susun secara singkat dan padat mulai dari biogfafi, silsilah keluarga, keutamaan dan jasa jasa sahabat nabi, sehingga pembaca terutama para pendakwah, asatidz dan guru agama mampuh menjelaskan identitas para sahabat yang menjadi sanad hadits sehingga sampai kepada nabi dengan baik dan benar. Termasuk sisilah keluarga mereka yang bertemu dengan silsilah nabi Muhammad saw. Dan yang tak kalah penting, pembaca bisa mengambil pelajaran dari perjuangan sahabat nabi, karena mereka memiliki banyak keutamaan yang disampaikan langsung oleh nabi Muhammad saw lewat hadits, sepeti informasi tentang 10 sahabat nabi yang dijamin masuk surga, sahabat nabi yang doanya dikabulkan Allah, sahabat nabi yang paling dipercaya nabi pada zamanya, sahabat nabi penghuni surga di bumi dan masih banyak lagi keutaman lain yang disampaikan nabi. Untuk lebih jelasnya miliki segera buku ini, insya Allah bermanfaat. Happy shopping & reading Enjoy your day, guys"
